variable_name,site_name,datetime,value,longitude,latitude
"Groundwater level above NGVD 1929, feet",AY-68-27-609 (Western Oak),2022-08-22 13:46:00,717.07,-98.6616667,29.56805556
"Groundwater level above NGVD 1929, feet",AY-68-27-610 (Parkwood Park),2022-08-25 13:16:00,688.58,-98.6355556,29.54777778
"Groundwater level above NGVD 1929, feet",AY-68-27-610 (Parkwood Park),2022-08-25 17:48:00,688.6,-98.6355556,29.54777778
"Groundwater level above NGVD 1929, feet",AY-68-28-202 (Shavano Park 2),2022-08-30 15:30:00,705.18,-98.5486304,29.5877273
"Groundwater level above NGVD 1929, feet",AY-68-28-211 (Shavano Park at Fawn Drive),2022-08-30 12:50:00,727.88,-98.5486111,29.58777778
"Groundwater level above NGVD 1929, feet",AY-68-28-211 (Shavano Park at Fawn Drive),2022-09-20 14:18:00,727.32,-98.5486111,29.58777778
"Groundwater level above NGVD 1929, feet",AY-68-29-112 (Donella),2022-08-31 13:34:00,704.25,-98.48,29.5997222
"Groundwater level above NGVD 1929, feet",AY-68-29-112 (Donella),2022-09-20 13:33:00,704.34,-98.48,29.5997222
"Groundwater level above NGVD 1929, feet",AY-68-36-132 (Z DED),2022-06-27 15:53:00,639.9,-98.5955556,29.49527778
"Groundwater level above NGVD 1929, feet",AY-68-36-132 (Z DED),2022-08-24 14:54:00,641.21,-98.5955556,29.49527778
"Groundwater level above NGVD 1929, feet",JY-65-29-106 (Fort Bend Extensometer),2022-07-28 20:04:00,68.15,-95.7477778,29.72416667
"Groundwater level above NGVD 1929, feet",JY-65-29-106 (Fort Bend Extensometer),2022-08-30 13:38:00,68.25,-95.7477778,29.72416667
"Groundwater level above NGVD 1929, feet",KH-64-33-915,2022-07-27 14:29:00,-15.02,-94.8952778,29.41638889
"Groundwater level above NGVD 1929, feet",KH-64-33-916,2022-07-27 14:37:00,-23.92,-94.8952778,29.41638889
"Groundwater level above NGVD 1929, feet",KH-64-33-917,2022-07-27 14:40:00,-27.11,-94.8952778,29.41638889
"Groundwater level above NGVD 1929, feet",KH-64-33-918,2022-07-27 14:44:00,-42.0,-94.8952778,29.41638889
"Groundwater level above NGVD 1929, feet",KH-64-33-919,2022-07-27 14:48:00,-42.39,-94.8952778,29.41638889
"Groundwater level above NGVD 1929, feet",KH-64-33-920 (Texas City Extensometer),2022-06-28 14:06:00,-40.69,-94.8950028,29.416325
"Groundwater level above NGVD 1929, feet",KH-64-33-920 (Texas City Extensometer),2022-07-27 14:36:00,-40.65,-94.8950028,29.416325
"Groundwater level above NGVD 1929, feet",KH-64-33-920 (Texas City Extensometer),2022-08-30 17:40:00,-40.48,-94.8950028,29.416325
"Groundwater level above NGVD 1929, feet",KH-64-33-920 (Texas City Extensometer),2022-09-06 16:31:00,-40.67,-94.8950028,29.416325
"Groundwater level above NGVD 1929, feet",KH-64-33-921,2022-07-27 14:52:00,-8.16,-94.8952778,29.41638889
"Groundwater level above NGVD 1929, feet",KH-65-40-707 (Galveston),2022-06-28 13:16:00,-64.58,-95.1102778,29.39416667
"Groundwater level above NGVD 1929, feet",KH-65-40-707 (Galveston),2022-09-14 14:01:00,-65.87,-95.1102778,29.39416667
"Groundwater level above NGVD 1929, feet",LJ-65-07-902,2022-07-28 14:20:00,-30.63,-95.1430556,29.91388889
"Groundwater level above NGVD 1929, feet",LJ-65-07-905 (Lake Houston Piezometer No. 2),2022-07-28 13:59:00,-31.63,-95.145,29.91388889
"Groundwater level above NGVD 1929, feet",LJ-65-07-905 (Lake Houston Piezometer No. 2),2022-08-30 20:36:00,-31.84,-95.145,29.91388889
"Groundwater level above NGVD 1929, feet",LJ-65-07-906,2022-07-28 13:49:00,-122.12,-95.145,29.91388889
"Groundwater level above NGVD 1929, feet",LJ-65-07-907,2022-07-28 13:54:00,-105.03,-95.145,29.91388889
"Groundwater level above NGVD 1929, feet",LJ-65-07-908,2022-07-28 13:57:00,-120.04,-95.145,29.91388889
"Groundwater level above NGVD 1929, feet",LJ-65-07-909 (Lake Houston Extensometer),2022-07-28 13:53:00,-115.01,-95.1455278,29.9132222
"Groundwater level above NGVD 1929, feet",LJ-65-07-909 (Lake Houston Extensometer),2022-08-30 20:19:00,-114.57,-95.1455278,29.9132222
"Groundwater level above NGVD 1929, feet",LJ-65-12-725 (Addicks Piezometer No. 2),2022-08-30 17:49:00,75.32,-95.5866667,29.79083333
"Groundwater level above NGVD 1929, feet",LJ-65-12-726 (Addicks Extensometer),2022-07-28 19:08:00,-268.86,-95.5861389,29.79069444
"Groundwater level above NGVD 1929, feet",LJ-65-12-726 (Addicks Extensometer),2022-08-30 17:40:00,-280.61,-95.5861389,29.79069444
"Groundwater level above NGVD 1929, feet",LJ-65-12-729 (Addicks Piezometer No. 1),2022-08-30 17:52:00,-61.93,-95.5866667,29.79083333
"Groundwater level above NGVD 1929, feet",LJ-65-14-735,2022-07-28 18:25:00,-169.41,-95.3338889,29.79138889
"Groundwater level above NGVD 1929, feet",LJ-65-14-738 (Northeast Piezometer No. 4),2022-07-28 18:35:00,-122.06,-95.3338889,29.79138889
"Groundwater level above NGVD 1929, feet",LJ-65-14-742,2022-07-28 18:22:00,-138.38,-95.3338889,29.79138889
"Groundwater level above NGVD 1929, feet",LJ-65-14-745,2022-07-28 18:17:00,-86.02,-95.3338889,29.79138889
"Groundwater level above NGVD 1929, feet",LJ-65-14-746 (Northeast Extensometer),2022-07-28 18:28:00,-189.01,-95.3339722,29.79088889
"Groundwater level above NGVD 1929, feet",LJ-65-14-746 (Northeast Extensometer),2022-08-30 16:36:00,-188.16,-95.3339722,29.79088889
"Groundwater level above NGVD 1929, feet",LJ-65-16-904,2022-07-27 18:04:00,-82.17,-95.0305556,29.75777778
"Groundwater level above NGVD 1929, feet",LJ-65-16-922,2022-07-27 17:52:00,3.15,-95.0305556,29.75777778
"Groundwater level above NGVD 1929, feet",LJ-65-16-923,2022-07-27 17:55:00,-48.68,-95.0305556,29.75777778
"Groundwater level above NGVD 1929, feet",LJ-65-16-925,2022-07-27 17:58:00,-73.39,-95.0305556,29.75777778
"Groundwater level above NGVD 1929, feet",LJ-65-16-930 (Baytown C-1 Extensometer),2022-07-27 17:48:00,-79.53,-95.03065,29.75784167
"Groundwater level above NGVD 1929, feet",LJ-65-16-930 (Baytown C-1 Extensometer),2022-08-30 19:05:00,-78.98,-95.03065,29.75784167
"Groundwater level above NGVD 1929, feet",LJ-65-16-931 (Baytown C-2 Extensometer),2022-07-27 18:00:00,-77.56,-95.03065,29.75784167
"Groundwater level above NGVD 1929, feet",LJ-65-16-931 (Baytown C-2 Extensometer),2022-08-30 19:11:00,-77.55,-95.03065,29.75784167
"Groundwater level above NGVD 1929, feet",LJ-65-16-932,2022-07-27 17:47:00,-105.48,-95.0305556,29.75777778
"Groundwater level above NGVD 1929, feet",LJ-65-16-933,2022-07-27 17:41:00,14.37,-95.0305556,29.75777778
"Groundwater level above NGVD 1929, feet",LJ-65-21-226 (Southwest Extensometer),2022-07-28 17:16:00,-167.78,-95.4507778,29.727
"Groundwater level above NGVD 1929, feet",LJ-65-21-226 (Southwest Extensometer),2022-08-30 15:28:00,-167.75,-95.4507778,29.727
"Groundwater level above NGVD 1929, feet",LJ-65-21-227,2022-07-28 17:10:00,-214.47,-95.4513889,29.7275
"Groundwater level above NGVD 1929, feet",LJ-65-21-228,2022-07-28 17:17:00,-98.17,-95.4513889,29.7275
"Groundwater level above NGVD 1929, feet",LJ-65-21-229,2022-07-28 17:19:00,-169.09,-95.4513889,29.7275
"Groundwater level above NGVD 1929, feet",LJ-65-21-230 (Southwest Piezometer No. 2),2022-07-28 17:36:00,-196.1,-95.4513889,29.7275
"Groundwater level above NGVD 1929, feet",LJ-65-21-230 (Southwest Piezometer No. 2),2022-08-30 15:33:00,-198.58,-95.4513889,29.7275
"Groundwater level above NGVD 1929, feet",LJ-65-22-622 (East End Extensometer),2022-06-28 18:30:00,-133.58,-95.2740556,29.7017222
"Groundwater level above NGVD 1929, feet",LJ-65-22-622 (East End Extensometer),2022-07-28 16:35:00,-135.16,-95.2740556,29.7017222
"Groundwater level above NGVD 1929, feet",LJ-65-22-622 (East End Extensometer),2022-08-30 12:56:00,-136.75,-95.2740556,29.7017222
"Groundwater level above NGVD 1929, feet",LJ-65-22-623,2022-07-28 16:30:00,16.33,-95.2741667,29.70194444
"Groundwater level above NGVD 1929, feet",LJ-65-23-320,2022-07-28 15:11:00,-93.19,-95.1591667,29.71055556
"Groundwater level above NGVD 1929, feet",LJ-65-23-321,2022-07-28 15:04:00,15.42,-95.1591667,29.71055556
"Groundwater level above NGVD 1929, feet",LJ-65-23-322 (Pasadena Extensometer),2022-06-28 17:42:00,-73.44,-95.159275,29.71015833
"Groundwater level above NGVD 1929, feet",LJ-65-23-322 (Pasadena Extensometer),2022-07-28 14:55:00,-73.5,-95.159275,29.71015833
"Groundwater level above NGVD 1929, feet",LJ-65-23-322 (Pasadena Extensometer),2022-08-30 13:46:00,-73.44,-95.159275,29.71015833
"Groundwater level above NGVD 1929, feet",LJ-65-23-323,2022-07-28 15:19:00,-125.43,-95.1591667,29.71055556
"Groundwater level above NGVD 1929, feet",LJ-65-23-324,2022-07-28 14:56:00,-126.24,-95.1591667,29.71055556
"Groundwater level above NGVD 1929, feet",LJ-65-23-325,2022-07-28 15:18:00,-122.94,-95.1591667,29.71055556
"Groundwater level above NGVD 1929, feet",LJ-65-23-326,2022-07-28 15:00:00,-123.59,-95.1591667,29.71055556
"Groundwater level above NGVD 1929, feet",LJ-65-24-215,2022-07-27 18:56:00,-34.25,-95.08,29.74277778
"Groundwater level above NGVD 1929, feet",LJ-65-24-216,2022-07-27 18:58:00,5.65,-95.08,29.74277778
"Groundwater level above NGVD 1929, feet",LJ-65-24-217,2022-07-27 18:59:00,5.6,-95.08,29.74277778
"Groundwater level above NGVD 1929, feet",LJ-65-32-401 (NASA Extensometer),2022-06-28 15:33:00,-85.7,-95.0960278,29.5518611
"Groundwater level above NGVD 1929, feet",LJ-65-32-401 (NASA Extensometer),2022-07-27 16:05:00,-85.82,-95.0960278,29.5518611
"Groundwater level above NGVD 1929, feet",LJ-65-32-401 (NASA Extensometer),2022-08-30 15:31:00,-85.96,-95.0960278,29.5518611
"Groundwater level above NGVD 1929, feet",LJ-65-32-424 (Clear Lake Shallow Extensometer),2022-06-28 16:09:00,-88.17,-95.1192778,29.56375
"Groundwater level above NGVD 1929, feet",LJ-65-32-424 (Clear Lake Shallow Extensometer),2022-07-27 16:35:00,-89.63,-95.1192778,29.56375
"Groundwater level above NGVD 1929, feet",LJ-65-32-424 (Clear Lake Shallow Extensometer),2022-08-30 14:45:00,-90.63,-95.1192778,29.56375
"Groundwater level above NGVD 1929, feet",LJ-65-32-425,2022-07-27 16:44:00,-13.35,-95.1186111,29.5636111
"Groundwater level above NGVD 1929, feet",LJ-65-32-426,2022-07-27 16:38:00,-67.06,-95.1186111,29.5636111
"Groundwater level above NGVD 1929, feet",LJ-65-32-427,2022-07-27 16:33:00,-97.71,-95.1186111,29.5636111
"Groundwater level above NGVD 1929, feet",LJ-65-32-428 (Clear Lake Deep Extensometer),2022-06-28 16:35:00,-114.78,-95.1189444,29.56341667
"Groundwater level above NGVD 1929, feet",LJ-65-32-428 (Clear Lake Deep Extensometer),2022-07-27 16:50:00,-114.81,-95.1189444,29.56341667
"Groundwater level above NGVD 1929, feet",LJ-65-32-428 (Clear Lake Deep Extensometer),2022-07-28 15:59:00,-114.79,-95.1189444,29.56341667
"Groundwater level above NGVD 1929, feet",LJ-65-32-428 (Clear Lake Deep Extensometer),2022-08-30 15:01:00,-114.67,-95.1189444,29.56341667
"Groundwater level above NGVD 1929, feet",LJ-65-32-625 (Seabrook Extensometer),2022-06-28 15:01:00,-85.84,-95.0214556,29.56479444
"Groundwater level above NGVD 1929, feet",LJ-65-32-625 (Seabrook Extensometer),2022-07-27 15:31:00,-85.84,-95.0214556,29.56479444
"Groundwater level above NGVD 1929, feet",LJ-65-32-625 (Seabrook Extensometer),2022-08-30 16:03:00,-85.73,-95.0214556,29.56479444
"Groundwater level above NGVD 1929, feet",LJ-65-32-626,2022-07-27 15:42:00,-86.49,-95.0213889,29.5647222
"Groundwater level above NGVD 1929, feet",LJ-65-32-628,2022-07-27 15:29:00,-6.94,-95.0213889,29.5647222
"Groundwater level above NGVD 1929, feet",LJ-65-32-629,2022-07-27 15:38:00,-55.27,-95.0213889,29.5647222
"Groundwater level above NGVD 1929, feet",LJ-65-32-630,2022-07-27 15:42:00,-86.34,-95.0213889,29.5647222
"Groundwater level above NGVD 1929, feet",LJ-65-32-631,2022-07-27 15:24:00,1.76,-95.0213889,29.5647222
"Groundwater level above NGVD 1929, feet",MBOWN-228 - JL-49-04-466 (CWF-4A),2022-09-22 17:18:00,3747.74,-106.6127696,31.95343558
"Groundwater level above NGVD 1929, feet",MBOWN-229 - JL-49-04-467 (CWF-4B),2022-09-22 17:20:00,3744.75,-106.6127696,31.95343558
"Groundwater level above NGVD 1929, feet",MBOWN-230 - JL-49-04-468 (CWF-4C),2022-09-22 17:22:00,3657.27,-106.6127696,31.95343558
"Groundwater level above NGVD 1929, feet",MBOWN-231 - JL-49-04-469 (CWF-4D),2022-09-22 17:25:00,3668.11,-106.6127696,31.95343558
"Groundwater level above NGVD 1929, feet",MBOWN-232 - JL-49-04-470 (CWF-3A),2022-09-22 17:00:00,3752.75,-106.6072139,31.95371337
"Groundwater level above NGVD 1929, feet",MBOWN-233 - JL-49-04-471 (CWF-3B),2022-09-22 17:02:00,3744.85,-106.6072139,31.95371337
"Groundwater level above NGVD 1929, feet",MBOWN-234 - JL-49-04-472 (CWF-3C),2022-09-22 17:03:00,3651.9,-106.6072139,31.95371337
"Groundwater level above NGVD 1929, feet",MBOWN-235 - JL-49-04-473 (CWF-3D),2022-09-22 17:07:00,-999999.0,-106.6069361,31.95399114
"Groundwater level above NGVD 1929, feet",MBOWN-236 - JL-49-04-474 (CWF-2A),2022-09-22 16:33:00,3758.97,-106.605825,31.95371338
"Groundwater level above NGVD 1929, feet",MBOWN-237 - JL-49-04-475 (CWF-2B),2022-09-22 16:35:00,3742.91,-106.605825,31.95371338
"Groundwater level above NGVD 1929, feet",MBOWN-238 - JL-49-04-476 (CWF-2C),2022-09-22 16:41:00,3655.72,-106.605825,31.95371338
"Groundwater level above NGVD 1929, feet",MBOWN-239 - JL-49-04-477 (CWF-2D),2022-09-22 16:37:00,3645.5,-106.605825,31.95371338
"Groundwater level above NGVD 1929, feet",MBOWN-240 - JL-49-04-478 (CWF-1A),2022-07-07 16:13:00,3765.69,-106.604436,31.95371338
"Groundwater level above NGVD 1929, feet",MBOWN-240 - JL-49-04-478 (CWF-1A),2022-09-22 16:17:00,3757.76,-106.604436,31.95371338
"Groundwater level above NGVD 1929, feet",MBOWN-241 - JL-49-04-479 (CWF-1B),2022-07-07 15:56:00,3742.13,-106.604436,31.95371338
"Groundwater level above NGVD 1929, feet",MBOWN-241 - JL-49-04-479 (CWF-1B),2022-08-18 16:47:00,3743.83,-106.604436,31.95371338
"Groundwater level above NGVD 1929, feet",MBOWN-241 - JL-49-04-479 (CWF-1B),2022-09-22 16:15:00,3738.98,-106.604436,31.95371338
"Groundwater level above NGVD 1929, feet",MBOWN-242 - JL-49-04-480 (CWF-1C),2022-07-07 15:52:00,3681.67,-106.604436,31.95371338
"Groundwater level above NGVD 1929, feet",MBOWN-242 - JL-49-04-480 (CWF-1C),2022-08-18 16:48:00,3669.33,-106.604436,31.95371338
"Groundwater level above NGVD 1929, feet",MBOWN-242 - JL-49-04-480 (CWF-1C),2022-09-22 16:12:00,3659.57,-106.604436,31.95371338
"Groundwater level above NGVD 1929, feet",MBOWN-243 - JL-49-04-481 (CWF-1D),2022-07-07 15:46:00,3688.16,-106.604436,31.95371338
"Groundwater level above NGVD 1929, feet",MBOWN-243 - JL-49-04-481 (CWF-1D),2022-08-18 16:50:00,3660.12,-106.604436,31.95371338
"Groundwater level above NGVD 1929, feet",MBOWN-243 - JL-49-04-481 (CWF-1D),2022-09-22 16:08:00,3650.52,-106.604436,31.95371338
"Groundwater level above NGVD 1929, feet",TD-69-32-703 (MED-1),2022-06-21 13:20:00,1050.19,-99.1101102,29.53411853
"Groundwater level above NGVD 1929, feet",TD-69-38-601 (Seco Creek Well),2022-08-23 14:19:00,773.95,-99.2833738,29.43856519
"Groundwater level above NGVD 1929, feet",TS-60-35-202 (Flower Follet),2022-06-23 15:13:00,248.32,-95.7106111,30.49883333
"Groundwater level above NGVD 1929, feet",TS-60-35-202 (Flower Follet),2022-08-30 15:33:00,248.2,-95.7106111,30.49883333
"Groundwater level above NGVD 1929, feet",TS-60-35-503 (Bailey Grove Piezometer No. 2-A),2022-08-11 15:52:00,223.99,-95.7080556,30.4436111
"Groundwater level above NGVD 1929, feet",TS-60-44-805 (Lake Creek Piezometer No. 3-B),2022-08-12 13:59:00,118.67,-95.5769444,30.25138889
"Groundwater level above NGVD 1929, feet",TS-60-45-412 (City of Conroe Piezometer No. 1),2022-08-10 14:45:00,151.08,-95.4836111,30.33027778
"Groundwater level above NGVD 1929, feet",TS-60-45-414 (City of Conroe Piezometer No. 3),2022-08-10 14:49:00,184.17,-95.4836111,30.33027778
"Groundwater level above NGVD 1929, feet",TS-60-53-516 (Needham Piezometer No. 4-A),2022-06-23 16:21:00,-226.15,-95.4575,30.20777778
"Groundwater level above NGVD 1929, feet",TS-60-53-516 (Needham Piezometer No. 4-A),2022-07-05 14:25:00,-230.77,-95.4575,30.20777778
"Groundwater level above NGVD 1929, feet",TS-60-53-516 (Needham Piezometer No. 4-A),2022-07-05 17:29:00,-230.75,-95.4575,30.20777778
"Groundwater level above NGVD 1929, feet",TS-60-53-516 (Needham Piezometer No. 4-A),2022-08-04 18:57:00,-243.99,-95.4575,30.20777778
"Groundwater level above NGVD 1929, feet",TS-60-53-718 (Woodlands Piezometer No. 1-A),2022-08-12 15:02:00,-14.39,-95.4630556,30.14
"Groundwater level above NGVD 1929, feet",TS-60-55-710 (New Caney Piezometer No. 7-A),2022-06-23 17:10:00,-37.03,-95.2425,30.14694444
"Groundwater level above NGVD 1929, feet",YD-58-50-301 (Lovelady),2022-07-20 16:45:00,469.6,-97.7815833,30.21033889
"Groundwater level above NGVD 1929, feet",YD-58-50-301 (Lovelady),2022-09-19 16:45:00,464.24,-97.7815833,30.21033889
"Groundwater level above NGVD 1929, feet",YD-58-50-301 (Lovelady),2022-09-19 17:00:00,464.26,-97.7815833,30.21033889
"Groundwater level above NGVD 1929, feet",YP-69-35-602 (Frio Reference Well),2022-08-17 16:34:00,1100.58,-99.6647745,29.44606596
"Groundwater level above NGVD 1929, feet",YP-69-35-602 (Frio Reference Well),2022-09-07 15:34:00,1100.17,-99.6647745,29.44606596
"Groundwater level above NGVD 1929, feet",YU-60-28-802 (Sam Hou. Nat. Forest Piezo. No. 1),2022-08-10 18:58:00,236.81,-95.5639167,30.52816667
"Groundwater level above local mean sea level (LMSL), feet",LJ-65-22-9xx (MW-102),2022-06-21 13:35:00,-84.33,-95.250175,29.65988889
"Groundwater level above local mean sea level (LMSL), feet",LJ-65-22-9xx (MW-102),2022-07-12 14:40:00,-84.33,-95.250175,29.65988889
"Groundwater level above local mean sea level (LMSL), feet",LJ-65-22-9xx (MW-102),2022-08-11 15:13:00,-84.7,-95.250175,29.65988889
"Groundwater level above local mean sea level (LMSL), feet",LJ-65-22-9xx (MW-102),2022-09-14 15:20:00,-84.62,-95.250175,29.65988889
"Groundwater level above local mean sea level (LMSL), feet",LJ-65-22-9xx (MW-11),2022-06-21 13:08:00,24.45,-95.250725,29.66131389
"Groundwater level above local mean sea level (LMSL), feet",LJ-65-22-9xx (MW-11),2022-07-12 14:14:00,24.06,-95.250725,29.66131389
"Groundwater level above local mean sea level (LMSL), feet",LJ-65-22-9xx (MW-11),2022-08-11 14:42:00,23.36,-95.250725,29.66131389
"Groundwater level above local mean sea level (LMSL), feet",LJ-65-22-9xx (MW-11),2022-09-14 15:03:00,23.23,-95.250725,29.66131389
"Groundwater level above local mean sea level (LMSL), feet",LJ-65-22-9xx (RW-1R),2022-06-21 14:09:00,14.26,-95.2502,29.65931389
"Groundwater level above local mean sea level (LMSL), feet",LJ-65-22-9xx (RW-1R),2022-07-12 14:58:00,14.1,-95.2502,29.65931389
"Groundwater level above local mean sea level (LMSL), feet",LJ-65-22-9xx (RW-1R),2022-08-11 15:36:00,15.06,-95.2502,29.65931389
"Groundwater level above local mean sea level (LMSL), feet",LJ-65-22-9xx (RW-1R),2022-09-14 15:48:00,15.36,-95.2502,29.65931389
"Groundwater level above local mean sea level (LMSL), feet",LJ-65-22-9xx (RW-8R),2022-06-21 12:57:00,16.52,-95.2506917,29.66098889
"Groundwater level above local mean sea level (LMSL), feet",LJ-65-22-9xx (RW-8R),2022-07-12 13:59:00,16.39,-95.2506917,29.66098889
"Groundwater level above local mean sea level (LMSL), feet",LJ-65-22-9xx (RW-8R),2022-08-11 14:31:00,16.53,-95.2506917,29.66098889
"Groundwater level above local mean sea level (LMSL), feet",LJ-65-22-9xx (RW-8R),2022-09-14 14:47:00,17.07,-95.2506917,29.66098889
"Groundwater level above local mean sea level (LMSL), feet",LJ-65-23-7xx (MW-26),2022-06-21 13:59:00,19.61,-95.2494944,29.65974444
"Groundwater level above local mean sea level (LMSL), feet",LJ-65-23-7xx (MW-26),2022-07-12 15:21:00,19.77,-95.2494944,29.65974444
"Groundwater level above local mean sea level (LMSL), feet",LJ-65-23-7xx (MW-26),2022-08-11 16:13:00,19.6,-95.2494944,29.65974444
"Groundwater level above local mean sea level (LMSL), feet",LJ-65-23-7xx (MW-26),2022-09-14 16:03:00,19.72,-95.2494944,29.65974444
